"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ZEB21",2.99198957539154e-08,0.459136722979684,0.393,0.287,0.000642200642462041,"4","ZEB2"
"CALR",3.49880187799007e-08,0.368017671487778,0.446,0.311,0.000750982835091789,"4","CALR"
"YBX1",3.79883982484303e-08,0.419610644730493,0.482,0.342,0.000815382980004307,"4","YBX1"
"RPL13A",3.860449728765e-08,0.276136056017295,0.732,0.627,0.00082860692978212,"4","RPL13A"
"LGALS31",3.87347939200689e-08,0.403019837527086,0.357,0.228,0.00083140361670036,"4","LGALS3"
"UBE2D31",4.37559872344096e-08,0.421361301470963,0.346,0.228,0.000939178509999367,"4","UBE2D3"
"TUBA1B",4.75823736158584e-08,0.251946992323891,0.336,0.215,0.00102130806729079,"4","TUBA1B"
"SON",6.72574463000604e-08,0.331006802654176,0.427,0.292,0.0014436138273845,"4","SON"
"PPP1R15A",8.84582621050697e-08,0.320709669613245,0.565,0.417,0.00189866813782322,"4","PPP1R15A"
"HSPB1",1.04177765265518e-07,0.355159276513829,0.34,0.239,0.00223607155365908,"4","HSPB1"
"HNRNPDL",1.20282621048062e-07,0.340138601709409,0.353,0.237,0.0025817461781756,"4","HNRNPDL"
"RPLP0",1.32815692151258e-07,0.294106698871166,0.614,0.509,0.00285075601633461,"4","RPLP0"
"NAP1L1",1.40245352706895e-07,0.400162567299909,0.372,0.253,0.00301022625050078,"4","NAP1L1"
"HNRNPA2B1",1.47080393623252e-07,0.290323661421036,0.577,0.432,0.00315693356872948,"4","HNRNPA2B1"
"NFKBIZ1",1.63637066457871e-07,0.587748348751871,0.397,0.307,0.00351230599445175,"4","NFKBIZ"
"RPL23",1.80382128823699e-07,0.333072721540591,0.597,0.482,0.00387172201307187,"4","RPL23"
"TUBB4B",1.84817702818882e-07,0.31497212007647,0.276,0.17,0.00396692717330447,"4","TUBB4B"
"RSRC2",1.96751464948525e-07,0.478045505450595,0.289,0.196,0.00422307344365513,"4","RSRC2"
"EGR11",2.31692417003325e-07,0.400876908367289,0.705,0.58,0.00497304603855938,"4","EGR1"
"IGFBP51",2.50876783215939e-07,0.466025379130491,0.488,0.37,0.00538481927494691,"4","IGFBP5"
"RPL23A",2.91564462993791e-07,0.325662870439286,0.56,0.455,0.00625813963369874,"4","RPL23A"
"NDUFS5",2.9546945605995e-07,0.401505324144499,0.255,0.156,0.00634195640487076,"4","NDUFS5"
"RPL261",3.32245616266343e-07,0.422353805568311,0.667,0.545,0.00713131990754079,"4","RPL26"
"RPL24",3.7787738562925e-07,0.431630272603296,0.601,0.506,0.00811076020514623,"4","RPL24"
"GUK1",3.87908382009095e-07,0.30307779335041,0.336,0.222,0.00832606551144321,"4","GUK1"
"RPL29",4.02738194540889e-07,0.365298082307231,0.588,0.494,0.00864437260762563,"4","RPL29"
"SLC38A2",4.26225423389142e-07,0.312108745026952,0.378,0.27,0.00914850248762454,"4","SLC38A2"
"EIF1AX",4.44020979889896e-07,0.416738163448669,0.282,0.183,0.00953046631235674,"4","EIF1AX"
"ADAMTS11",4.47358297097466e-07,0.514847287738456,0.259,0.176,0.00960209848890001,"4","ADAMTS1"
"CTGF2",4.53745486927063e-07,0.387271970592531,0.412,0.304,0.00973919313140247,"4","CTGF"
"PABPC4",5.29924343102717e-07,0.405321977475503,0.342,0.25,0.0113742961003567,"4","PABPC4"
"NSA2",5.45500780533235e-07,0.427252278560583,0.276,0.195,0.0117086287533654,"4","NSA2"
"ITGB81",5.67191066738877e-07,0.399336280464761,0.388,0.286,0.0121741890564833,"4","ITGB8"
"UQCRB",5.74574271531579e-07,0.396925179115274,0.338,0.229,0.0123326621641538,"4","UQCRB"
"RPL14",6.25261469024889e-07,0.268189386545773,0.62,0.497,0.0134206121711502,"4","RPL14"
"PDIA3",7.07649435998982e-07,0.29345549294547,0.433,0.305,0.0151889874942821,"4","PDIA3"
"PPIB",8.49320278227238e-07,0.340674261485652,0.454,0.328,0.0182298104518694,"4","PPIB"
"SERPING11",9.58403045047055e-07,0.385762935564309,0.357,0.259,0.02057116295889,"4","SERPING1"
"PTMA1",1.02634914741609e-06,0.285100432649552,0.881,0.812,0.022029558100139,"4","PTMA"
"CSTB",1.33060880904567e-06,0.386770334452772,0.276,0.181,0.0285601874773562,"4","CSTB"
"EMP31",1.33717713472751e-06,0.274464933964919,0.539,0.397,0.0287011700197912,"4","EMP3"
"ANXA2",1.41419214353065e-06,0.343480764086812,0.51,0.384,0.0303542201687418,"4","ANXA2"
"STAT3",1.85965579886045e-06,0.335500707874292,0.299,0.206,0.0399156520667407,"4","STAT3"
"RPS13",2.05118846149904e-06,0.28163375765871,0.597,0.481,0.0440267091376153,"4","RPS13"
"ITGBL11",3.67735808620062e-06,0.340726977117256,0.408,0.322,0.0789308139622102,"4","ITGBL1"
"RAP1B",3.79080401769637e-06,0.291780171365117,0.267,0.176,0.081365817435835,"4","RAP1B"
"H3F3B",5.96185686531399e-06,0.305684891206618,0.735,0.647,0.127965295757099,"4","H3F3B"
"ARF1",7.79469918151985e-06,0.265712375170188,0.263,0.174,0.167305423232142,"4","ARF1"
"CFH1",8.17708331617491e-06,0.402847723257229,0.28,0.203,0.175512916298378,"4","CFH"
"RACK11",8.91173071602953e-06,0.346156667345815,0.484,0.385,0.191281388088858,"4","RACK1"
"SRSF51",1.16204356904726e-05,0.272767744259842,0.378,0.273,0.249421031660304,"4","SRSF5"
"MMP21",1.20723314662768e-05,0.638224656784642,0.342,0.269,0.259120522592166,"4","MMP2"
"RPS61",1.2283856075677e-05,0.264368838242929,0.805,0.711,0.263660686808332,"4","RPS6"
"SRSF3",1.25472507185553e-05,0.40249493225048,0.31,0.219,0.269314189423071,"4","SRSF3"
"CAST",1.46583741147085e-05,0.276419205799556,0.361,0.265,0.314627341998104,"4","CAST"
"SRSF2",1.48547174884989e-05,0.443937824089948,0.27,0.187,0.31884165617314,"4","SRSF2"
"CDKN1A1",1.68199849532323e-05,0.258728214056086,0.355,0.252,0.361024157036178,"4","CDKN1A"
"RPL38",1.79978544988975e-05,0.381238283930748,0.543,0.45,0.386305948964337,"4","RPL38"
"RPL31",2.09726246025132e-05,0.271918676186932,0.45,0.334,0.450156414468342,"4","RPL31"
"IL6ST1",2.70000557318881e-05,0.312388357908783,0.284,0.205,0.579529196229246,"4","IL6ST"
"SOX51",3.71907422448054e-05,0.32960222012053,0.308,0.231,0.798262091542503,"4","SOX5"
"HNRNPA11",4.53899969463792e-05,0.322355678824827,0.289,0.203,0.974250894457084,"4","HNRNPA1"
"SH3BGRL31",5.02390876604001e-05,0.307476073736883,0.514,0.399,1,"4","SH3BGRL3"
"TMSB4X",5.10487231000317e-05,0.276011998140935,0.794,0.776,1,"4","TMSB4X"
"JMJD1C1",5.54649472198316e-05,0.345215575682485,0.265,0.194,1,"4","JMJD1C"
"KLF6",9.7572235147455e-05,0.410372658109574,0.671,0.585,1,"4","KLF6"
"TAGLN21",0.000114464919844853,0.327323053259732,0.388,0.291,1,"4","TAGLN2"
"GADD45B",0.000119897818027766,0.29333804748476,0.482,0.378,1,"4","GADD45B"
"RPS20",0.000431041236376335,0.279241671014206,0.474,0.39,1,"4","RPS20"
"SPARCL11",0.000600087555950452,0.283524748352695,0.595,0.535,1,"4","SPARCL1"
"RPL27",0.000706414771077584,0.332256270777737,0.391,0.307,1,"4","RPL27"
"CAVIN11",0.000828007159477747,0.30045152599637,0.259,0.198,1,"4","CAVIN1"
"TNFAIP3",0.00106062209372023,0.514728215784269,0.378,0.348,1,"4","TNFAIP3"
"ZBTB20",0.00257934428275568,0.262705496726591,0.327,0.273,1,"4","ZBTB20"
"ST13",0.00306864818633654,0.270305127573782,0.251,0.196,1,"4","ST13"
"MT1E1",0.00343594041175557,0.304797120417847,0.344,0.287,1,"4","MT1E"
"MIDN1",0.00408460261362208,0.302373333610616,0.257,0.208,1,"4","MIDN"
"MS4A1",7.42639197775768e-157,2.1734298907932,0.289,0.022,1.59400077410591e-152,"5","MS4A1"
"MT-ATP6",4.79013239083449e-156,1.78078431072449,1,0.982,1.02815401636872e-151,"5","MT-ATP6"
"MT-CO11",1.6848738444581e-137,1.51065328968723,1,0.994,3.61641321974486e-133,"5","MT-CO1"
"MT-CO31",2.86469299408477e-134,1.38041974632626,1,0.995,6.14877704250354e-130,"5","MT-CO3"
"MT-CYB1",7.11438457321538e-126,1.40316942887834,1,0.98,1.52703150479495e-121,"5","MT-CYB"
"MT-ND11",1.52872164986287e-119,1.48412803772656,0.997,0.919,3.28124814926567e-115,"5","MT-ND1"
"IGFBP71",9.12875673601393e-118,1.29383866488968,0.664,0.137,1.95939634581803e-113,"5","IGFBP7"
"MT-ND21",1.74371593619913e-106,1.30028270944602,0.994,0.961,3.74271188545782e-102,"5","MT-ND2"
"MT-CO21",8.909447846048e-106,1.11312717592561,1,0.998,1.91232388567574e-101,"5","MT-CO2"
"MTRNR2L121",8.20542845241053e-103,1.67875588440273,0.692,0.185,1.7612131630254e-98,"5","MTRNR2L12"
"MT-ND41",9.96273164974604e-99,1.13644402538467,1,0.98,2.13840072130149e-94,"5","MT-ND4"
"RPL28",3.22962340697228e-88,1.48544297035859,0.984,0.693,6.9320636807253e-84,"5","RPL28"
"MALAT1",7.64778904056678e-81,0.765251617100095,1,1,1.64152143966725e-76,"5","MALAT1"
"CD52",1.38968148015758e-78,1.74272902156183,0.314,0.055,2.98281232901022e-74,"5","CD52"
"RPS19",5.05341800976356e-76,1.32921339028686,0.991,0.633,1.08466564161565e-71,"5","RPS19"
"RPS22",3.47139373327911e-74,1.33841360938943,0.987,0.622,7.45099950911027e-70,"5","RPS2"
"RPL13",1.47884020477191e-71,1.26548231902956,0.994,0.851,3.17418261552243e-67,"5","RPL13"
"RPS31",8.40329070703996e-70,1.40336407095059,0.965,0.495,1.80368231735906e-65,"5","RPS3"
"RPS21",1.01002044194566e-69,1.42216748914012,0.928,0.396,2.16790787659216e-65,"5","RPS21"
"RPL291",9.88307316041824e-68,1.35073793031608,0.962,0.483,2.12130282315217e-63,"5","RPL29"
"TMSB101",2.37798149379786e-65,1.11235756044985,0.981,0.604,5.10409947828774e-61,"5","TMSB10"
"PTMA2",2.48375986378307e-64,1.07152348916736,0.994,0.809,5.33114217162398e-60,"5","PTMA"
"RPL11",2.19034091058263e-62,1.189514544051,0.991,0.711,4.70134773047456e-58,"5","RPL11"
"RPL23A1",1.13099029609994e-60,1.31059793993327,0.94,0.443,2.4275575715489e-56,"5","RPL23A"
"RPL13A1",1.29071723259968e-60,1.29441759151413,0.978,0.62,2.77039546805196e-56,"5","RPL13A"
"RPL18A",5.52483698906096e-60,1.28723533873309,0.978,0.613,1.18585101133205e-55,"5","RPL18A"
"MT-ND5",8.09637704777017e-60,0.987683952776655,1,0.93,1.73780636953339e-55,"5","MT-ND5"
"RPL37",8.19132699079884e-60,1.24648104892713,0.984,0.669,1.75818642530506e-55,"5","RPL37"
"RPL32",1.0164903838111e-59,1.26045673810706,0.994,0.741,2.18179495981215e-55,"5","RPL32"
"RPL19",1.12686124453069e-59,1.23022912791447,0.978,0.587,2.41869497526067e-55,"5","RPL19"
"RPS16",1.87643335694574e-59,1.24167888928482,0.965,0.506,4.02757655734833e-55,"5","RPS16"
"HSP90AB11",2.12771447056851e-59,1.30616480960394,0.909,0.392,4.56692633962824e-55,"5","HSP90AB1"
"RPS231",5.33873245359862e-59,1.2735030748136,0.972,0.629,1.14590553384041e-54,"5","RPS23"
"RPS181",1.17893409076354e-58,1.21845679799853,0.987,0.786,2.53046413241486e-54,"5","RPS18"
"RPL30",1.82916067612844e-58,1.44197160607502,0.981,0.616,3.92611047524208e-54,"5","RPL30"
"HNRNPA2B11",2.90841174980779e-58,1.34882336207549,0.906,0.423,6.24261497978743e-54,"5","HNRNPA2B1"
"RPS7",9.45811177989117e-58,1.17482133795425,0.943,0.429,2.03008911243584e-53,"5","RPS7"
"RPS3A",1.14253243976284e-57,1.27192726004367,0.975,0.595,2.45233162870696e-53,"5","RPS3A"
"RPL141",6.84786302494739e-57,1.24275274792591,0.972,0.486,1.46982531967471e-52,"5","RPL14"
"TMSB4X1",8.12837275278459e-57,1.0305782925457,0.991,0.769,1.74467392765769e-52,"5","TMSB4X"
"RPL27A",8.28706078658568e-57,1.24346387987255,0.956,0.504,1.77873472723275e-52,"5","RPL27A"
"PTPRC",4.98897181223165e-56,1.95901188220407,0.481,0.173,1.0708329097774e-51,"5","PTPRC"
"NPM11",6.01024002664122e-56,1.107749774184,0.764,0.283,1.29003791931827e-51,"5","NPM1"
"DDX51",8.26730136235923e-54,1.11563187182731,0.987,0.578,1.77449356441679e-49,"5","DDX5"
"RPL262",1.03496587389397e-53,1.13445668855482,0.962,0.537,2.22145075172601e-49,"5","RPL26"
"RPS241",3.26536058060731e-53,1.04716161173901,0.987,0.705,7.00876995021554e-49,"5","RPS24"
"RPL81",6.82722544641629e-53,1.15708548160755,0.937,0.461,1.46539566981879e-48,"5","RPL8"
"RPL10A",7.69067396983697e-53,1.16198918067578,0.887,0.383,1.65072626088581e-48,"5","RPL10A"
"RPS15A",1.95143933210123e-52,1.15958092554162,0.987,0.666,4.18856938242208e-48,"5","RPS15A"
"RPS27",6.86627385685416e-52,1.27587137799229,0.994,0.88,1.47377702063518e-47,"5","RPS27"
"RPS12",1.2996096538981e-51,1.20246982559596,0.994,0.763,2.78948216112687e-47,"5","RPS12"
"RPLP2",1.60544868344326e-50,1.11258448272403,0.994,0.651,3.44593505414262e-46,"5","RPLP2"
"KIAA1551",2.97217008260557e-50,1.59436008691478,0.283,0.066,6.3794658653046e-46,"5","KIAA1551"
"RPS62",3.26404075908051e-50,1.05177085919418,0.994,0.706,7.0059370852904e-46,"5","RPS6"
"RPL18",1.07018727799367e-49,1.19244561664327,0.969,0.542,2.29704997348561e-45,"5","RPL18"
"RPS201",1.64298038240125e-49,1.22179610046205,0.846,0.378,3.52649309278604e-45,"5","RPS20"
"RPS15",1.25524605348156e-48,1.14300296165399,0.975,0.645,2.69426012919282e-44,"5","RPS15"
"EEF1A11",3.4155917342631e-48,0.763397802878215,1,0.938,7.33122609842232e-44,"5","EEF1A1"
"NACA1",5.45757738575995e-48,1.07848139841589,0.893,0.388,1.17141441007951e-43,"5","NACA"
"BTG11",6.83700188108386e-48,1.29363580148173,0.95,0.537,1.46749408375584e-43,"5","BTG1"
"RPL271",1.26749910319989e-47,1.10460759140663,0.723,0.296,2.72056007510823e-43,"5","RPL27"
"RPS131",3.66793015246235e-47,1.12619459439975,0.934,0.471,7.87284527924518e-43,"5","RPS13"
"HNRNPU1",7.74763104998516e-47,1.08445095667944,0.792,0.343,1.66295152856881e-42,"5","HNRNPU"
"ETS1",1.31027545652412e-46,1.63579608692473,0.368,0.111,2.81237523988338e-42,"5","ETS1"
"MT-ND3",2.39638843454343e-46,0.609812384842111,1,0.999,5.14360813590402e-42,"5","MT-ND3"
"RPS25",2.98950335708143e-46,1.1272000969865,0.95,0.498,6.41667000563958e-42,"5","RPS25"
"RPL381",9.99565989437385e-46,1.06480471225762,0.915,0.438,2.1454684397284e-41,"5","RPL38"
"RPSA",1.67684953234359e-45,1.16734565205125,0.836,0.385,3.59918983622229e-41,"5","RPSA"
